id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_kunjungan,jumlah_bumil,satuan,tahun
789,32,JAWA BARAT,3213,KABUPATEN SUBANG,K4,34532,ORANG,2020
790,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,K1,20003,ORANG,2020
791,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,K4,19187,ORANG,2020
792,32,JAWA BARAT,3215,KABUPATEN KARAWANG,K1,43892,ORANG,2020
793,32,JAWA BARAT,3215,KABUPATEN KARAWANG,K4,42688,ORANG,2020
794,32,JAWA BARAT,3216,KABUPATEN BEKASI,K1,83047,ORANG,2020
795,32,JAWA BARAT,3216,KABUPATEN BEKASI,K4,81956,ORANG,2020
796,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,K1,31263,ORANG,2020
797,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,K4,30665,ORANG,2020
798,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,K1,6678,ORANG,2020
799,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,K4,5922,ORANG,2020
800,32,JAWA BARAT,3271,KOTA BOGOR,K1,20605,ORANG,2020
801,32,JAWA BARAT,3271,KOTA BOGOR,K4,19566,ORANG,2020
802,32,JAWA BARAT,3272,KOTA SUKABUMI,K1,6460,ORANG,2020
803,32,JAWA BARAT,3272,KOTA SUKABUMI,K4,6265,ORANG,2020
804,32,JAWA BARAT,3273,KOTA BANDUNG,K1,39355,ORANG,2020
805,32,JAWA BARAT,3273,KOTA BANDUNG,K4,36318,ORANG,2020
806,32,JAWA BARAT,3274,KOTA CIREBON,K1,5486,ORANG,2020
807,32,JAWA BARAT,3274,KOTA CIREBON,K4,5207,ORANG,2020
808,32,JAWA BARAT,3275,KOTA BEKASI,K1,50590,ORANG,2020
809,32,JAWA BARAT,3275,KOTA BEKASI,K4,46478,ORANG,2020
810,32,JAWA BARAT,3276,KOTA DEPOK,K1,46130,ORANG,2020
811,32,JAWA BARAT,3276,KOTA DEPOK,K4,45346,ORANG,2020
812,32,JAWA BARAT,3277,KOTA CIMAHI,K1,11024,ORANG,2020
813,32,JAWA BARAT,3277,KOTA CIMAHI,K4,10166,ORANG,2020
814,32,JAWA BARAT,3278,KOTA TASIKMALAYA,K1,13084,ORANG,2020
815,32,JAWA BARAT,3278,KOTA TASIKMALAYA,K4,12096,ORANG,2020
816,32,JAWA BARAT,3279,KOTA BANJAR,K1,3255,ORANG,2020
817,32,JAWA BARAT,3279,KOTA BANJAR,K4,3089,ORANG,2020
818,32,JAWA BARAT,3201,KABUPATEN BOGOR,K1,121216,ORANG,2021
819,32,JAWA BARAT,3201,KABUPATEN BOGOR,K4,108498,ORANG,2021
820,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,K1,47991,ORANG,2021
821,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,K4,44093,ORANG,2021
822,32,JAWA BARAT,3203,KABUPATEN CIANJUR,K1,44367,ORANG,2021
823,32,JAWA BARAT,3203,KABUPATEN CIANJUR,K4,42503,ORANG,2021
824,32,JAWA BARAT,3204,KABUPATEN BANDUNG,K1,72386,ORANG,2021
825,32,JAWA BARAT,3204,KABUPATEN BANDUNG,K4,71297,ORANG,2021
826,32,JAWA BARAT,3205,KABUPATEN GARUT,K1,51558,ORANG,2021
827,32,JAWA BARAT,3205,KABUPATEN GARUT,K4,52103,ORANG,2021
828,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,K1,30639,ORANG,2021
829,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,K4,29422,ORANG,2021
830,32,JAWA BARAT,3207,KABUPATEN CIAMIS,K1,20051,ORANG,2021
831,32,JAWA BARAT,3207,KABUPATEN CIAMIS,K4,18563,ORANG,2021
832,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,K1,18805,ORANG,2021
833,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,K4,17482,ORANG,2021
834,32,JAWA BARAT,3209,KABUPATEN CIREBON,K1,50866,ORANG,2021
835,32,JAWA BARAT,3209,KABUPATEN CIREBON,K4,48579,ORANG,2021
836,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,K1,20712,ORANG,2021
837,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,K4,19825,ORANG,2021
838,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,K1,18241,ORANG,2021
839,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,K4,17218,ORANG,2021
840,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,K1,30493,ORANG,2021
841,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,K4,27062,ORANG,2021
842,32,JAWA BARAT,3213,KABUPATEN SUBANG,K1,37428,ORANG,2021
843,32,JAWA BARAT,3213,KABUPATEN SUBANG,K4,34867,ORANG,2021
844,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,K1,18619,ORANG,2021
845,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,K4,17967,ORANG,2021
846,32,JAWA BARAT,3215,KABUPATEN KARAWANG,K1,37356,ORANG,2021
847,32,JAWA BARAT,3215,KABUPATEN KARAWANG,K4,38284,ORANG,2021
848,32,JAWA BARAT,3216,KABUPATEN BEKASI,K1,81776,ORANG,2021
849,32,JAWA BARAT,3216,KABUPATEN BEKASI,K4,80437,ORANG,2021
850,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,K1,59470,ORANG,2021
851,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,K4,30899,ORANG,2021
852,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,K1,6499,ORANG,2021
853,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,K4,5762,ORANG,2021
854,32,JAWA BARAT,3271,KOTA BOGOR,K1,19548,ORANG,2021
855,32,JAWA BARAT,3271,KOTA BOGOR,K4,18604,ORANG,2021
856,32,JAWA BARAT,3272,KOTA SUKABUMI,K1,6219,ORANG,2021
857,32,JAWA BARAT,3272,KOTA SUKABUMI,K4,5915,ORANG,2021
858,32,JAWA BARAT,3273,KOTA BANDUNG,K1,38330,ORANG,2021
859,32,JAWA BARAT,3273,KOTA BANDUNG,K4,36588,ORANG,2021
860,32,JAWA BARAT,3274,KOTA CIREBON,K1,5483,ORANG,2021
861,32,JAWA BARAT,3274,KOTA CIREBON,K4,5098,ORANG,2021
862,32,JAWA BARAT,3275,KOTA BEKASI,K1,51387,ORANG,2021
863,32,JAWA BARAT,3275,KOTA BEKASI,K4,45957,ORANG,2021
864,32,JAWA BARAT,3276,KOTA DEPOK,K1,45769,ORANG,2021
865,32,JAWA BARAT,3276,KOTA DEPOK,K4,44258,ORANG,2021
866,32,JAWA BARAT,3277,KOTA CIMAHI,K1,10586,ORANG,2021
867,32,JAWA BARAT,3277,KOTA CIMAHI,K4,10110,ORANG,2021
868,32,JAWA BARAT,3278,KOTA TASIKMALAYA,K1,12486,ORANG,2021
869,32,JAWA BARAT,3278,KOTA TASIKMALAYA,K4,11842,ORANG,2021
870,32,JAWA BARAT,3279,KOTA BANJAR,K1,3320,ORANG,2021
871,32,JAWA BARAT,3279,KOTA BANJAR,K4,3005,ORANG,2021
872,32,JAWA BARAT,3201,KABUPATEN BOGOR,K1,121589,ORANG,2022
873,32,JAWA BARAT,3201,KABUPATEN BOGOR,K4,109801,ORANG,2022
874,32,JAWA BARAT,3201,KABUPATEN BOGOR,K6,73009,ORANG,2022
875,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,K1,47656,ORANG,2022
876,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,K4,45023,ORANG,2022
877,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,K6,36865,ORANG,2022
878,32,JAWA BARAT,3203,KABUPATEN CIANJUR,K1,40211,ORANG,2022
879,32,JAWA BARAT,3203,KABUPATEN CIANJUR,K4,40405,ORANG,2022
880,32,JAWA BARAT,3203,KABUPATEN CIANJUR,K6,30730,ORANG,2022
881,32,JAWA BARAT,3204,KABUPATEN BANDUNG,K1,68045,ORANG,2022
882,32,JAWA BARAT,3204,KABUPATEN BANDUNG,K4,64626,ORANG,2022
883,32,JAWA BARAT,3204,KABUPATEN BANDUNG,K6,56122,ORANG,2022
884,32,JAWA BARAT,3205,KABUPATEN GARUT,K1,48720,ORANG,2022
885,32,JAWA BARAT,3205,KABUPATEN GARUT,K4,49631,ORANG,2022
886,32,JAWA BARAT,3205,KABUPATEN GARUT,K6,56122,ORANG,2022
887,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,K1,29162,ORANG,2022
888,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,K4,29722,ORANG,2022
889,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,K6,19491,ORANG,2022
890,32,JAWA BARAT,3207,KABUPATEN CIAMIS,K1,19070,ORANG,2022
891,32,JAWA BARAT,3207,KABUPATEN CIAMIS,K4,17654,ORANG,2022
892,32,JAWA BARAT,3207,KABUPATEN CIAMIS,K6,15329,ORANG,2022
893,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,K1,14567,ORANG,2022
894,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,K4,15917,ORANG,2022
895,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,K6,14495,ORANG,2022
896,32,JAWA BARAT,3209,KABUPATEN CIREBON,K1,46985,ORANG,2022
897,32,JAWA BARAT,3209,KABUPATEN CIREBON,K4,46244,ORANG,2022
898,32,JAWA BARAT,3209,KABUPATEN CIREBON,K6,45057,ORANG,2022
899,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,K1,20174,ORANG,2022
900,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,K4,19101,ORANG,2022
901,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,K6,17925,ORANG,2022
902,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,K1,16377,ORANG,2022
903,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,K4,15816,ORANG,2022
904,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,K6,14700,ORANG,2022
905,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,K1,25176,ORANG,2022
906,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,K4,26038,ORANG,2022
907,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,K6,25838,ORANG,2022
908,32,JAWA BARAT,3213,KABUPATEN SUBANG,K1,27019,ORANG,2022
909,32,JAWA BARAT,3213,KABUPATEN SUBANG,K4,24863,ORANG,2022
910,32,JAWA BARAT,3213,KABUPATEN SUBANG,K6,15725,ORANG,2022
911,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,K1,18167,ORANG,2022
912,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,K4,17852,ORANG,2022
913,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,K6,16501,ORANG,2022
914,32,JAWA BARAT,3215,KABUPATEN KARAWANG,K1,35864,ORANG,2022
915,32,JAWA BARAT,3215,KABUPATEN KARAWANG,K4,37040,ORANG,2022
916,32,JAWA BARAT,3215,KABUPATEN KARAWANG,K6,31913,ORANG,2022
917,32,JAWA BARAT,3216,KABUPATEN BEKASI,K1,83139,ORANG,2022
918,32,JAWA BARAT,3216,KABUPATEN BEKASI,K4,82661,ORANG,2022
919,32,JAWA BARAT,3216,KABUPATEN BEKASI,K6,75167,ORANG,2022
920,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,K1,31179,ORANG,2022
921,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,K4,30778,ORANG,2022
922,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,K6,30778,ORANG,2022
923,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,K1,5712,ORANG,2022
924,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,K4,5666,ORANG,2022
925,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,K6,5438,ORANG,2022
926,32,JAWA BARAT,3271,KOTA BOGOR,K1,19470,ORANG,2022
927,32,JAWA BARAT,3271,KOTA BOGOR,K4,18799,ORANG,2022
928,32,JAWA BARAT,3271,KOTA BOGOR,K6,17907,ORANG,2022
929,32,JAWA BARAT,3272,KOTA SUKABUMI,K1,6012,ORANG,2022
930,32,JAWA BARAT,3272,KOTA SUKABUMI,K4,5804,ORANG,2022
931,32,JAWA BARAT,3272,KOTA SUKABUMI,K6,3611,ORANG,2022
932,32,JAWA BARAT,3273,KOTA BANDUNG,K1,26822,ORANG,2022
933,32,JAWA BARAT,3273,KOTA BANDUNG,K4,38046,ORANG,2022
934,32,JAWA BARAT,3273,KOTA BANDUNG,K6,24821,ORANG,2022
935,32,JAWA BARAT,3274,KOTA CIREBON,K1,5320,ORANG,2022
936,32,JAWA BARAT,3274,KOTA CIREBON,K4,5027,ORANG,2022
937,32,JAWA BARAT,3274,KOTA CIREBON,K6,4626,ORANG,2022
938,32,JAWA BARAT,3275,KOTA BEKASI,K1,51014,ORANG,2022
939,32,JAWA BARAT,3275,KOTA BEKASI,K4,47533,ORANG,2022
940,32,JAWA BARAT,3275,KOTA BEKASI,K6,34141,ORANG,2022
941,32,JAWA BARAT,3276,KOTA DEPOK,K1,46780,ORANG,2022
942,32,JAWA BARAT,3276,KOTA DEPOK,K4,46533,ORANG,2022
943,32,JAWA BARAT,3276,KOTA DEPOK,K6,43992,ORANG,2022
944,32,JAWA BARAT,3277,KOTA CIMAHI,K1,10966,ORANG,2022
945,32,JAWA BARAT,3277,KOTA CIMAHI,K4,10559,ORANG,2022
946,32,JAWA BARAT,3277,KOTA CIMAHI,K6,9163,ORANG,2022
947,32,JAWA BARAT,3278,KOTA TASIKMALAYA,K1,11675,ORANG,2022
948,32,JAWA BARAT,3278,KOTA TASIKMALAYA,K4,11430,ORANG,2022
949,32,JAWA BARAT,3278,KOTA TASIKMALAYA,K6,9905,ORANG,2022
950,32,JAWA BARAT,3279,KOTA BANJAR,K1,3163,ORANG,2022
951,32,JAWA BARAT,3279,KOTA BANJAR,K4,2951,ORANG,2022
952,32,JAWA BARAT,3279,KOTA BANJAR,K6,2463,ORANG,2022
